file_upload,band_label,y1,y2,pixels_in_band,g_top,g_top_count,g_top_pct
a660e16f-www-gimp-org.png,['Nav'],0,40,57600,36,42759,0.74234375
a660e16f-www-gimp-org.png,['Header'],42,392,504000,112,71675,0.14221230158730158
a660e16f-www-gimp-org.png,['Main'],391,3085,3879360,255,1981979,0.5109036026561082
a660e16f-www-gimp-org.png,['Supplement'],3086,3424,486720,36,373266,0.7669008875739645
a660e16f-www-gimp-org.png,['Footer'],3423,3570,211680,36,161786,0.7642951625094482
d39fe230-www-latex-project-org.png,['Nav'],0,70,100800,22,80415,0.7977678571428571
d39fe230-www-latex-project-org.png,['Header'],70,264,279360,22,221371,0.7924219644902635
d39fe230-www-latex-project-org.png,['Main'],264,592,472320,22,305440,0.646680216802168
d39fe230-www-latex-project-org.png,['Supplement'],592,663,102240,22,62480,0.6111111111111112
0e03ff81-www-libreoffice-org.png,['Nav'],0,124,178560,112,80803,0.45252576164874553
0e03ff81-www-libreoffice-org.png,['Header'],125,796,966240,54,685844,0.7098070872661036
0e03ff81-www-libreoffice-org.png,['Main'],796,2131,1922400,255,1120774,0.583007698709946
0e03ff81-www-libreoffice-org.png,['Supplement'],2129,2253,178560,255,103529,0.5797995071684587
0e03ff81-www-libreoffice-org.png,['Footer'],2252,2351,142560,41,81438,0.5712542087542087
a0d939fe-www-linuxfoundation-org.png,['Banner'],0,51,73440,29,54958,0.7483387799564271
a0d939fe-www-linuxfoundation-org.png,['Nav'],49,153,149760,34,132875,0.887252938034188
a0d939fe-www-linuxfoundation-org.png,['Header'],152,1146,1431360,255,655416,0.457897384305835
a0d939fe-www-linuxfoundation-org.png,['Main'],1147,5702,6559200,255,2099792,0.32012928405903157
